Z-coordinate,Electric Potential
-0.01612,-1.926775413
-0.016116,-1.926733246
-0.016112,-1.926690958
-0.016108,-1.926648568
-0.016104,-1.926606097
-0.0161,-1.926563563
-0.016096,-1.926520986
-0.016092,-1.926478387
-0.016088,-1.926435784
-0.016084,-1.926393197
-0.01608,-1.926350647
-0.016076,-1.926308152
-0.016072,-1.926265733
-0.016068,-1.926223408
-0.016064,-1.926181198
-0.01606,-1.926139121
-0.016056,-1.926097197
-0.016052,-1.926055444
-0.016048,-1.926013882
-0.016044,-1.925972529
-0.01604,-1.925931403
-0.016036,-1.925890524
-0.016032,-1.925849907
-0.016028,-1.925809573
-0.016024,-1.925769537
-0.01602,-1.925729817
-0.016016,-1.92569043
-0.016012,-1.925651392
-0.016008,-1.925612719
-0.016004,-1.925574428
-0.016,-1.925536533
-0.015996,-1.925499049
-0.015992,-1.925461992
-0.015988,-1.925425375
-0.015984,-1.925389212
-0.01598,-1.925353516
-0.015976,-1.9253183
-0.015972,-1.925283577
-0.015968,-1.925249358
-0.015964,-1.925215655
-0.01596,-1.925182478
-0.015956,-1.925149838
-0.015952,-1.925117745
-0.015948,-1.925086208
-0.015944,-1.925055237
-0.01594,-1.925024839
-0.015936,-1.924995023
-0.015932,-1.924965796
-0.015928,-1.924937164
-0.015924,-1.924909135
-0.01592,-1.924881713
-0.015916,-1.924854905
-0.015912,-1.924828716
-0.015908,-1.924803149
-0.015904,-1.92477821
-0.0159,-1.9247539
-0.015896,-1.924730224
-0.015892,-1.924707183
-0.015888,-1.924684781
-0.015884,-1.924663018
-0.01588,-1.924641897
-0.015876,-1.924621417
-0.015872,-1.924601579
-0.015868,-1.924582383
-0.015864,-1.92456383
-0.01586,-1.924545917
-0.015856,-1.924528644
-0.015852,-1.92451201
-0.015848,-1.924496012
-0.015844,-1.924480648
-0.01584,-1.924465915
-0.015836,-1.924451811
-0.015832,-1.924438333
-0.015828,-1.924425475
-0.015824,-1.924413235
-0.01582,-1.924401609
-0.015816,-1.924390591
-0.015812,-1.924380176
-0.015808,-1.924370359
-0.015804,-1.924361135
-0.0158,-1.924352497
-0.015796,-1.924344439
-0.015792,-1.924336955
-0.015788,-1.924330037
-0.015784,-1.924323679
-0.01578,-1.924317872
-0.015776,-1.924312609
-0.015772,-1.924307882
-0.015768,-1.924303682
-0.015764,-1.9243
-0.01576,-1.924296828
-0.015756,-1.924294155
-0.015752,-1.924291972
-0.015748,-1.924290269
-0.015744,-1.924289035
-0.01574,-1.92428826
-0.015736,-1.924287933
-0.015732,-1.924288042
-0.015728,-1.924288576
